a,n,num_liquidations,total_commission,short_profits,long_profits,profit
0.008,6.5,228,186.03,12870.8975,2263.086542,14947.95405
0.008,6.6,219,181.368,12543.53944,2240.732471,14602.90391
0.008,6.7,213,179.292,12307.88873,2269.925963,14398.52269
0.008,6.8,207,177.072,12204.09626,2182.09253,14209.11679
0.008,6.9,208,180.504,12431.44624,2213.417327,14464.35957
0.008,7,201,176.82,12174.77682,2184.598644,14182.55546
0.008,7.1,205,182.754,12656.83999,2215.43319,14689.51918
0.008,7.2,198,179.28,12617.17975,1991.552543,14429.45229
0.008,7.3,200,183.522,12950.28703,2018.60009,14785.36512
0.008,7.4,198,184.26,12943.99864,2046.147947,14805.88659
0.008,7.5,193,182.25,12741.7383,2073.545685,14633.03398
0.008,7.6,187,178.752,12425.04028,2100.480086,14346.76837
0.008,7.7,191,184.8,13069.15887,1989.829661,14874.18853
0.008,7.8,176,173.16,11915.66095,2083.91383,13826.41478
0.008,7.9,179,177.75,12083.30375,2324.383826,14229.93758
0.008,8,180,180.96,12406.8787,2280.569283,14506.48799
0.008,8.1,185,188.082,12803.41241,2461.997919,15077.32833
0.008,8.2,178,183.516,12456.82538,2419.140077,14692.44945
0.008,8.3,178,185.754,12541.26845,2521.947721,14877.46217
0.008,8.4,177,186.48,12614.12376,2550.660667,14978.30443
0.008,8.5,177,188.7,12766.08674,2580.665963,15158.05271
0.008,8.6,171,184.728,12363.66099,2612.628386,14791.56138
0.008,8.7,171,186.876,12505.37477,2641.951986,14960.45076
0.008,8.8,167,184.8,12295.51135,2672.522013,14783.23337
0.008,8.9,169,189.036,12525.06974,2781.330488,15117.36423
0.008,9,165,186.84,12452.23803,2650.782257,14916.18029
0.008,9.1,169,193.284,13103.31171,2600.162305,15510.19001
0.008,9.2,166,191.544,12942.4441,2632.493885,15383.39399
0.008,9.3,157,183.582,12299.47804,2576.931457,14692.82749
0.008,9.4,156,184.428,12321.15,2604.087662,14740.80967
0.008,9.5,157,187.53,12566.06343,2631.471108,15010.00453
0.008,9.6,159,191.232,12875.72465,2661.854187,15346.34684
0.008,9.7,160,194.388,13206.46581,2601.692467,15613.77027
0.008,9.8,162,198.744,13663.34971,2541.188596,16005.7943
0.008,9.9,161,199.584,13776.01589,2479.304504,16055.73639
0.008,10,159,199.2,13807.4335,2413.812032,16022.04553
0.008,10.1,153,193.92,13404.35312,2346.564927,15556.99804
0.008,10.2,141,181.152,12279.22752,2368.905946,14466.98147
0.008,10.3,137,177.984,11970.0692,2391.112024,14183.19723
0.008,10.4,140,182.832,12517.0639,2321.033718,14655.26562
0.008,10.5,136,179.55,12185.97194,2343.866275,14350.28822
0.008,10.6,133,177.444,12090.4274,2271.513456,14184.49686
0.008,10.7,138,185.538,12762.28632,2295.420506,14872.16883
0.008,10.8,138,187.272,12881.02565,2316.377074,15010.13073
0.008,10.9,141,192.93,13239.66058,2433.2079,15479.93848
0.008,11,135,186.78,12814.19039,2357.453118,14984.86351
0.008,11.1,129,180.486,12195.1371,2378.567085,14393.21819
0.008,11.2,127,179.424,12295.37476,2200.335876,14316.28663
0.008,11.3,128,181.704,12404.18352,2319.834863,14542.31438
0.008,11.4,129,184.68,12529.05871,2441.883664,14786.26238
0.008,11.5,128,184.92,12756.17851,2258.324475,14829.58298
0.008,11.6,127,185.136,12860.76971,2176.02591,14851.65961
0.008,11.7,126,185.328,13032.81773,2089.371969,14936.8617
0.008,11.8,128,189.744,13395.07541,2106.914059,15312.24547
0.008,11.9,121,181.356,12612.43297,2123.487416,14554.56439
0.008,12,114,172.8,11860.73519,2140.954038,13828.88923
0.008,12.1,115,175.692,12090.25131,2158.5979,14073.15721
0.008,12.2,115,177.144,12041.6528,2285.014153,14149.52295
0.008,12.3,117,180.81,12417.10486,2303.373284,14539.66814
0.008,12.4,120,186.744,12630.79421,2543.432948,14987.48316
0.008,12.5,123,192.75,13270.61395,2458.64751,15536.51146
0.008,12.6,116,183.708,12531.86417,2366.26437,14714.42054
0.008,12.7,114,182.118,12481.98416,2271.193282,14571.05944
0.008,12.8,111,178.944,12299.3664,2175.67998,14296.10238
0.008,12.9,111,180.342,12416.86766,2192.092383,14428.61804
0.008,13,111,181.74,12508.24854,2208.936094,14535.44463
0.008,13.1,123,202.002,14165.33178,2344.06789,16307.39767
0.008,13.2,119,197.208,13459.86946,2595.392444,15858.05391
0.008,13.3,119,198.702,13559.18717,2614.539027,15975.0242
0.008,13.4,119,200.196,13658.52682,2634.913328,16093.24414
0.008,13.5,113,191.16,12701.88759,2776.417554,15287.14514
0.008,13.6,110,187.68,12498.35108,2678.837733,14989.50882
0.008,13.7,114,195.636,13029.45839,2821.950725,15655.77312
0.008,13.8,112,193.752,12821.84934,2842.207213,15470.30456
0.008,13.9,112,195.156,12894.80371,2862.471535,15562.11925
0.008,14,116,203.28,13594.99959,2882.336811,16274.0564
0.008,14.1,113,199.656,13284.80623,2902.478812,15987.62904
0.008,14.2,109,194.256,12444.56132,3179.885543,15430.19087
0.008,14.3,107,192.192,12380.68087,3075.784753,15264.27362
0.008,14.4,105,190.08,12321.16237,2968.784057,15099.86643
0.008,14.5,109,198.36,12765.45715,3244.744474,15811.84162
0.008,14.6,112,204.984,13165.59729,3398.33104,16358.94433
0.008,14.7,109,201.096,12931.61762,3288.572898,16019.09452
0.008,14.8,113,208.68,13628.27872,3310.636866,16730.23559
0.008,14.9,113,210.09,13570.53324,3466.020144,16826.46338
0.008,15,110,206.1,13185.48062,3489.091833,16468.47245
0.008,15.1,109,205.662,12822.65059,3785.470316,16402.4589
0.008,15.2,110,208.848,13096.4105,3810.145071,16697.70757
0.008,15.3,108,206.55,12981.89025,3702.034519,16477.37477
0.008,15.4,105,202.356,12893.13801,3446.431303,16137.21332
0.008,15.5,105,203.67,13164.45,3334.546627,16295.32663
0.008,15.6,104,203.112,13396.14427,3078.12211,16271.15438
0.008,15.7,106,208.182,13637.33086,3238.912517,16668.06138
0.008,15.8,106,209.508,13561.76573,3399.646826,16751.90456
0.008,15.9,103,205.11,13318.06832,3279.369915,16392.32823
0.008,16,105,210.24,13747.47454,3299.852152,16837.08669
0.008,16.1,104,209.622,14006.67865,3033.827369,16830.88402
0.008,16.2,103,208.98,14096.90301,2906.666241,16794.58926
0.008,16.3,103,210.27,14187.20115,2924.11894,16901.05009
0.008,16.4,96,197.784,13138.59826,2791.484649,15732.29891
0.008,16.5,95,197.01,13046.32225,2808.401619,15657.71387
0.008,16.6,96,200.196,13493.14061,2675.196899,15968.14151
0.008,16.7,92,192.384,13068.55689,2540.746721,15416.91961
0.008,16.8,89,187.488,12620.93074,2555.728933,14989.17167
0.008,16.9,92,194.688,13277.37346,2570.823319,15653.50878
0.008,17,97,206.04,14297.30869,2580.209661,16671.47835
0.008,17.1,92,196.992,13505.2824,2595.313455,15903.60386
0.008,17.2,91,196.08,13377.68728,2610.06904,15791.67632
0.008,17.3,92,199.296,13826.05959,2474.180947,16100.94454
0.008,17.4,87,190.008,13181.28788,2329.000412,15320.2803
0.008,17.5,82,180.6,12506.63119,2187.350194,14513.38139
0.008,17.6,83,183.744,12751.20707,2199.291083,14766.75415
0.008,17.7,78,174.168,11888.13708,2211.280105,13925.24919
0.008,17.8,79,177.288,12140.86948,2223.54824,14187.12972
0.008,17.9,73,165.396,11176.75353,2077.55921,13088.91674
0.008,18,76,172.8,11804.86947,2088.992129,13721.06159
0.008,18.1,77,175.932,12074.32399,2099.865711,13998.2577
0.008,18.2,75,172.536,11770.4409,2111.197819,13709.10272
0.008,18.3,75,173.484,11831.31894,2122.677768,13780.5127
0.008,18.4,78,181.056,12488.77183,2133.548445,14441.26427
0.008,18.5,79,184.26,12786.01522,2144.948481,14746.7037
0.008,18.6,89,207.576,14687.72883,2319.13508,16799.28791
0.008,18.7,86,201.96,14375.72227,2166.445891,16340.20816
0.008,18.8,77,182.736,12566.37493,2177.904845,14561.54377
0.008,18.9,78,184.842,13026.92474,2016.86742,14858.95016
0.008,19,78,185.82,13302.36207,1859.929,14976.47107
0.008,19.1,77,184.506,12935.11429,2040.401824,14791.01011
0.008,19.2,80,192.384,13601.71,2050.868023,15460.19403
0.008,19.3,79,191.07,13465.78902,2061.324905,15336.04393
0.008,19.4,78,189.732,13325.85995,2071.727586,15207.85554
0.008,19.5,75,183.69,12798.21345,2082.309063,14696.83252
0.008,19.6,73,179.928,12672.85674,1917.128516,14410.05725
0.008,19.7,73,180.846,12970.09701,1755.99657,14545.24758
0.008,19.8,73,181.764,13037.43822,1764.71383,14620.38805
0.008,19.9,73,182.682,13122.44208,1773.566826,14713.32691
0.009,2,572,144.84,10952.36044,2168.685899,12976.20634
0.009,2.1,547,145.404,10972.43401,2192.707982,13019.73799
0.009,2.2,525,146.388,10973.19803,2253.016847,13079.82687
0.009,2.3,512,149.04,11200.25104,2286.401017,13337.61205
0.009,2.4,482,146.592,10898.03914,2338.164907,13089.61205
0.009,2.5,461,145.8,10937.81405,2258.240392,13050.25444
0.009,2.6,451,148.2,11102.82322,2322.813746,13277.43696
0.009,2.7,434,148.23,11042.87257,2358.890431,13253.533
0.009,2.8,417,147.84,11159.8302,2220.749126,13232.73933
0.009,2.9,409,150.336,11332.38512,2271.713841,13453.76296
0.009,3,404,153.36,11588.9628,2319.324966,13754.92777
0.009,3.1,391,153.264,11595.69464,2304.354917,13746.78556
0.009,3.2,376,152.256,11432.83494,2346.577355,13627.1563
0.009,3.3,374,156.024,11664.12333,2454.320395,13962.41972
0.009,3.4,352,151.572,11423.31401,2286.787864,13558.52987
0.009,3.5,345,152.88,11565.78716,2284.516215,13697.42337
0.009,3.6,338,154.008,11515.88179,2420.030514,13781.9043
0.009,3.7,326,152.736,11526.75091,2302.101277,13676.11618
0.009,3.8,315,151.62,11432.96681,2289.669846,13571.01666
0.009,3.9,318,156.78,11868.74732,2350.54257,14062.50989
0.009,4,307,155.52,11597.23372,2450.905914,13892.61963
0.009,4.1,302,156.702,11884.0548,2307.334297,14034.6871
0.009,4.2,300,159.012,12243.25896,2234.997974,14319.24493
0.009,4.3,289,157.122,12036.21738,2244.691913,14123.78729
0.009,4.4,279,155.496,11901.36521,2208.306068,13954.17528
0.009,4.5,282,160.38,12175.01383,2395.26091,14409.89474
0.009,4.6,264,154.008,11637.83389,2311.536713,13795.36261
0.009,4.7,259,153.972,11724.38191,2266.601699,13837.01161
0.009,4.8,256,155.52,11678.54415,2409.978534,13933.00269
0.009,4.9,254,157.584,11690.85287,2558.26458,14091.53345
0.009,5,248,156.9,11690.462,2511.372381,14044.93438
0.009,5.1,243,156.978,11730.67444,2459.179928,14032.87637
0.009,5.2,235,154.752,11654.54756,2350.953487,13850.74905
0.009,5.3,226,152.004,11390.84249,2342.152045,13580.99054
0.009,5.4,239,162.972,12454.56672,2386.452189,14678.04691
0.009,5.5,226,157.41,12078.19945,2210.49651,14131.28596
0.009,5.6,215,152.544,11517.55689,2305.464833,13670.47772
0.009,5.7,217,156.636,11711.84717,2460.189219,14015.40038
0.009,5.8,217,159.036,12057.88552,2388.406028,14287.25555
0.009,5.9,214,159.654,11973.68306,2488.961347,14302.9904
0.009,6,214,162.36,12050.90326,2654.052256,14542.59552
0.009,6.1,209,161.406,12040.28477,2574.37931,14453.25808
0.009,6.2,206,161.448,12070.30278,2554.339561,14463.19434
0.009,6.3,203,161.406,12120.91831,2530.56037,14490.07268
0.009,6.4,202,163.2,12301.12019,2505.412209,14643.33239
0.009,6.5,205,168.09,12818.15554,2480.537774,15130.60331
0.009,6.6,196,163.152,12465.98161,2387.408644,14690.23825
0.009,6.7,187,158.388,11930.34657,2419.306848,14191.26542
0.009,6.8,185,159.12,11933.082,2454.854066,14228.81607
0.009,6.9,183,159.804,12097.10261,2352.657854,14289.95646
0.009,7,182,161.28,12277.92729,2316.994182,14433.64147
0.009,7.1,181,162.306,12377.7156,2350.622531,14566.03213
0.009,7.2,180,163.728,12650.4802,2240.496607,14727.2488
0.009,7.3,179,165.126,12755.69734,2270.925097,14861.49644
0.009,7.4,175,163.836,12571.71539,2301.91644,14709.79583
0.009,7.5,173,164.25,12584.40032,2332.738889,14752.88921
0.009,7.6,168,161.424,12293.86652,2363.040113,14495.48263
0.009,7.7,169,164.472,12730.14872,2238.558394,14804.23511
0.009,7.8,159,157.248,11944.37699,2267.263781,14054.39277
0.009,7.9,151,151.206,11556.32346,2137.260652,13542.37811
0.009,8,156,157.92,12089.29426,2242.556306,14173.93057
0.009,8.1,157,160.866,12609.85857,2031.154402,14480.14697
0.009,8.2,155,160.884,12585.24577,2056.35397,14480.71574
0.009,8.3,147,154.878,11974.46008,2081.096425,13900.67851
0.009,8.4,145,154.224,11901.22649,2105.734048,13852.73653
0.009,8.5,144,155.04,11950.25166,2132.389689,13927.60135
0.009,8.6,155,168.216,12694.44361,2588.487072,15114.71469
0.009,8.7,152,167.04,12608.9422,2533.638446,14975.54065
0.009,8.8,150,166.848,12676.14962,2474.411958,14983.71357
0.009,8.9,151,169.812,12940.85469,2501.188596,15272.23129
0.009,9,146,166.32,12647.9925,2441.687899,14923.36039
0.009,9.1,147,168.714,12671.7712,2652.060824,15155.11802
0.009,9.2,143,166.152,12365.06595,2683.516546,14882.4305
0.009,9.3,139,163.494,12056.01699,2709.882946,14602.40593
0.009,9.4,140,166.38,12336.63423,2738.366674,14908.62091
0.009,9.5,140,168.15,12460.39292,2767.216508,15059.45943
0.009,9.6,135,163.584,12126.3173,2700.277764,14663.01106
0.009,9.7,137,167.616,12477.54459,2727.76534,15037.69393
0.009,9.8,137,169.344,12737.58824,2657.967866,15226.2121
0.009,9.9,134,167.508,12738.7629,2484.875143,15056.13004
0.009,10,132,166.8,12742.47985,2408.398243,14984.0781
0.009,10.1,134,170.892,13096.58882,2432.692178,15358.389
0.009,10.2,124,160.344,12024.80399,2455.774399,14320.23439
0.009,10.3,124,161.916,12151.88723,2478.723371,14468.69461
0.009,10.4,124,162.864,12261.40288,2504.010122,14602.54901
0.009,10.5,117,155.61,11856.46183,2216.009369,13916.8612
0.009,10.6,117,157.092,11968.47093,2236.682064,14048.06099
0.009,10.7,122,164.994,12707.68346,2257.518505,14800.20796
0.009,10.8,126,171.72,13369.75553,2278.214407,15476.24994
0.009,10.9,127,174.618,13487.11421,2407.19253,15719.68874
0.009,11,122,169.62,13087.72527,2318.859653,15236.96492
0.009,11.1,111,156.51,11658.93047,2450.59795,13953.01842
0.009,11.2,107,152.544,11487.77334,2249.278913,13584.50825
0.009,11.3,109,155.94,11995.54955,2155.96628,13995.57583
0.009,11.4,112,161.424,12376.31895,2286.947329,14501.84228
0.009,11.5,114,165.6,12897.252,2191.406023,14923.05803
0.009,11.6,114,167.04,13141.21434,2095.791354,15069.9657
0.009,11.7,111,164.268,12826.28769,2112.102672,14774.12237
0.009,11.8,111,165.672,12951.34339,2129.718307,14915.3897
0.009,11.9,112,168.504,13078.16583,2266.42826,15176.09009
0.009,12,108,164.16,12611.44619,2285.048844,14732.33504
0.009,12.1,100,153.912,11556.32097,2303.8688,13706.27777
0.009,12.2,103,159.576,12113.95727,2322.318893,14276.70017
0.009,12.3,109,169.002,12947.2672,2467.550067,15245.81527
0.009,12.4,106,165.912,12628.26153,2486.970275,14949.3198
0.009,12.5,106,167.25,12874.30428,2388.545434,15095.59971
0.009,12.6,101,161.028,12353.29028,2281.738966,14474.00124
0.009,12.7,97,156.21,11995.7319,2171.843979,14011.36588
0.009,12.8,98,158.976,12077.09682,2318.905099,14237.02592
0.009,12.9,98,160.218,12045.59328,2466.103907,14351.47919
0.009,13,102,167.7,12737.14133,2485.047208,15054.48854
0.009,13.1,106,175.278,13479.19517,2503.798061,15807.71523
0.009,13.2,106,176.616,13585.28253,2521.676763,15930.3433
0.009,13.3,105,176.358,13536.14585,2540.309951,15900.0978
0.009,13.4,104,176.076,13481.53637,2558.771431,15864.2318
0.009,13.5,96,163.62,12246.18611,2577.755572,14660.32168
0.009,13.6,94,161.568,12164.02087,2460.962779,14463.41565
0.009,13.7,101,174.264,13376.46257,2478.735692,15680.93426
0.009,13.8,96,167.256,12627.11909,2496.49825,14956.36134
0.009,13.9,97,170.136,12707.77753,2655.295036,15192.93657
0.009,14,95,168,12468.28845,2673.77798,14974.06643
0.009,14.1,98,174.276,13112.27177,2692.516622,15630.5124
0.009,14.2,98,175.512,12585.47178,3287.12912,15697.0889
0.009,14.3,93,168.168,12110.32248,3024.592246,14966.74673
0.009,14.4,91,165.888,11838.9198,3045.585113,14718.61691
0.009,14.5,95,174,12471.85033,3210.767226,15508.61755
0.009,14.6,97,178.704,12902.36375,3232.37891,15956.03866
0.009,14.7,96,178.164,12991.77796,3104.91432,15918.52828
0.009,14.8,97,180.264,13271.24349,3125.709153,16216.68864
0.009,14.9,96,179.694,13186.32657,3145.178051,16151.81062
0.009,15,92,173.7,12563.6069,3166.042304,15555.9492
0.009,15.1,89,169.422,12130.50731,3186.526119,15147.61143
0.009,15.2,87,166.896,11853.7754,3207.451101,14894.3305
0.009,15.3,90,173.502,12698.01377,3079.520057,15604.03182
0.009,15.4,91,176.484,12784.05855,3252.641228,15860.21578
0.009,15.5,88,172.05,12472.7361,3122.777955,15423.46406
0.009,15.6,88,173.16,12555.89545,3142.220795,15524.95625
0.009,15.7,87,172.386,12440.32469,3161.88423,15429.82292
0.009,15.8,86,171.588,12339.43845,3181.785446,15349.63589
0.009,15.9,81,163.134,11831.03654,2883.626721,14551.52926
0.009,16,80,162.24,11720.48688,2901.641059,14459.88794
0.009,16.1,86,174.846,13135.5856,2758.233122,15718.97272
0.009,16.2,89,181.764,13807.44732,2775.297206,16400.98052
0.009,16.3,90,184.842,14102.94578,2791.917415,16710.02119
0.009,16.4,81,168.264,12353.80346,2808.353456,14993.89291
0.009,16.5,82,171.27,12416.75921,2989.910126,15235.39934
0.009,16.6,82,172.308,12678.90125,2839.027293,15345.62055
0.009,16.7,80,168.336,12559.40392,2686.786142,15077.85406
0.009,16.8,77,163.296,12029.88482,2702.613835,14569.20265
0.009,16.9,83,176.436,13349.91581,2718.567731,15892.04754
0.009,17,87,185.64,14279.44101,2736.060758,16829.86177
0.009,17.1,83,178.524,13568.97123,2752.030572,16142.4778
0.009,17.2,80,173.376,13038.94252,2767.683913,15633.25044
0.009,17.3,77,168.156,12508.96289,2783.45356,15124.26045
0.009,17.4,77,169.128,12796.86107,2620.125445,15247.85852
0.009,17.5,76,168,12842.63976,2460.768948,15135.40871
0.009,17.6,76,168.96,12922.95157,2474.202443,15228.19401
0.009,17.7,71,159.3,11937.85288,2487.690136,14266.24302
0.009,17.8,73,164.472,12415.8533,2501.49177,14752.87307
0.009,17.9,68,154.656,11539.02429,2337.254128,13721.62242
0.009,18,67,153.36,11387.50813,2350.116178,13584.2643
0.009,18.1,68,156.384,11685.476,2362.348903,13891.4409
0.009,18.2,67,155.064,11545.30963,2375.097565,13765.34319
0.009,18.3,69,160.308,12062.36207,2388.012445,14290.06652
0.009,18.4,70,163.392,12332.22453,2400.241982,14569.07451
0.009,18.5,72,168.72,12859.4469,2413.067025,15103.79393
0.009,18.6,73,171.864,13149.23395,2424.581384,15401.95134
0.009,18.7,71,168.3,12783.26182,2437.251612,15052.21344
0.009,18.8,67,160.176,11931.21756,2450.142925,14221.18449
0.009,18.9,69,164.43,12652.18426,2268.975836,14756.73009
0.009,19,68,163.02,12720.85418,2092.420112,14650.2543
0.009,19.1,66,159.294,12312.54631,2102.739236,14255.99155
0.009,19.2,67,162.432,12605.16205,2113.531528,14556.26158
0.009,19.3,67,163.278,12666.42543,2124.304915,14627.45234
0.009,19.4,66,161.796,12517.34543,2135.037612,14490.58704
0.009,19.5,66,162.63,12613.02707,2145.933242,14596.33031
0.009,19.6,67,165.816,13151.60798,1959.113348,14944.90533
0.009,19.7,66,164.298,13218.91266,1776.86688,14831.48154
0.009,19.8,65,162.756,13050.42442,1785.737732,14673.40615
0.009,19.9,67,168.354,13592.56523,1794.68946,15218.90069
